Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Valor bruto;Valor por m2;Valor bruto por m2;Tipo agrupado
Departamento;Ate;2;1;0;72;2900.0;672.0;3572.0;40.28;49.61;Departamento
Departamento;Chorrillos;3;1;0;115;4600.0;968.0;5756.0;40.0;50.05;Departamento
Departamento;Ate;2;1;1;85;2200.0;1100.0;3438.0;25.88;40.45;Departamento
Departamento;Callao;3;2;1;110;2200.0;900.0;3250.0;20.0;29.55;Departamento
Departamento;Chaclacayo;2;0;0;60;900.0;110.0;1043.0;15.0;17.38;Departamento
Departamento;San Borja;3;1;3;250;5800.0;2800.0;9000.0;23.2;36.0;Departamento
Departamento;Jesús María;2;1;0;78;2200.0;777.0;2977.0;28.21;38.17;Departamento
Departamento;Punta Hermosa;3;1;1;130;2800.0;1500.0;4500.0;21.54;34.62;Departamento
Departamento;Ate;3;2;3;150;5000.0;800.0;6320.0;33.33;42.13;Departamento
Departamento;Jesús María;2;1;1;66;1400.0;570.0;2100.0;21.21;31.82;Departamento
Departamento;Pueblo Libre;4;1;1;212;4500.0;1200.0;5700.0;21.23;26.89;Departamento
Departamento;Ate;3;2;1;200;3500.0;3200.0;7980.0;17.5;39.9;Departamento
Departamento;Ate;4;3;1;160;4200.0;2448.0;7039.0;26.25;43.99;Departamento
Departamento;La Punta;2;0;0;70;2160.0;570.0;2811.0;30.86;40.16;Departamento
Departamento;Rímac;2;2;1;130;6000.0;2360.0;8957.0;46.15;68.9;Departamento
Departamento;La Molina;3;2;1;75;1700.0;650.0;2430.0;22.67;32.4;Departamento
Departamento;Ate;2;1;1;70;1700.0;1200.0;2900.0;24.29;41.43;Departamento
Departamento;San Borja;4;1;1;200;5000.0;1800.0;7235.0;25.0;36.17;Departamento
Departamento;Pueblo Libre;3;2;1;110;4000.0;1518.0;9347.0;36.36;84.97;Departamento
Departamento;Rímac;2;2;1;160;7000.0;2500.0;9989.0;43.75;62.43;Departamento
Departamento;San Juan de Miraflores;3;1;1;73;1300.0;765.0;2141.0;17.81;29.33;Departamento
Departamento;Ate;2;2;1;85;2400.0;1400.0;3800.0;28.24;44.71;Departamento
Departamento;Rímac;1;0;0;55;4700.0;2000.0;6700.0;85.45;121.82;Departamento
Departamento;Ate;2;1;1;85;2800.0;1100.0;3900.0;32.94;45.88;Departamento
Departamento;Jesús María;3;2;1;89;2500.0;700.0;3390.0;28.09;38.09;Departamento
Departamento;Comas;2;1;1;130;2300.0;870.0;3267.0;17.69;25.13;Departamento
Departamento;Santa Rosa;3;0;0;100;1400.0;250.0;1650.0;14.0;16.5;Departamento
Departamento;Comas;3;1;0;120;3500.0;1500.0;5206.0;29.17;43.38;Departamento
Departamento;Breña;2;1;2;84;3900.0;1200.0;5385.0;46.43;64.11;Departamento
Departamento;Chorrillos;2;1;0;107;3000.0;1100.0;4280.0;28.04;40.0;Departamento
Departamento;Pueblo Libre;4;3;1;240;7500.0;2700.0;11270.0;31.25;46.96;Departamento
Departamento;Rímac;3;1;0;140;6500.0;2150.0;9100.0;46.43;65.0;Departamento
Departamento;San Borja;1;0;0;45;2000.0;400.0;2400.0;44.44;53.33;Departamento
Departamento;Callao;2;2;1;76;1500.0;750.0;2550.0;19.74;33.55;Departamento
Departamento;Ventanilla;2;1;0;50;1500.0;610.0;2110.0;30.0;42.2;Departamento
Departamento;Jesús María;2;1;1;84;1900.0;1070.0;4500.0;22.62;53.57;Departamento
Departamento;Ate;1;1;0;60;2300.0;780.0;3080.0;38.33;51.33;Departamento
Departamento;Pachacámac;1;0;0;15;800.0;305.0;1125.0;53.33;75.0;Departamento
Departamento;Comas;2;1;2;85;4500.0;1300.0;5961.0;52.94;70.13;Departamento
Departamento;Santa Anita;2;1;0;89;1200.0;850.0;2169.0;13.48;24.37;Departamento
Departamento;San Borja;2;0;0;46;950.0;507.0;1608.0;20.65;34.96;Departamento
Departamento;Comas;3;2;1;117;6300.0;2200.0;8995.0;53.85;76.88;Departamento
Departamento;Santa Anita;2;0;0;37;800.0;270.0;1086.0;21.62;29.35;Departamento
Departamento;Comas;1;1;0;56;4000.0;1400.0;5580.0;71.43;99.64;Departamento
Departamento;Ate;3;2;1;125;4500.0;1700.0;6200.0;36.0;49.6;Departamento
Departamento;San Borja;2;1;1;70;3300.0;900.0;4292.0;47.14;61.31;Departamento
Departamento;San Borja;4;1;0;150;6500.0;1500.0;8353.0;43.33;55.69;Departamento
Departamento;San Juan de Lurigancho;3;1;1;123;3300.0;2200.0;5500.0;26.83;44.72;Departamento
Departamento;Ate;2;1;1;80;2000.0;960.0;2960.0;25.0;37.0;Departamento
Departamento;Comas;3;1;2;135;8000.0;1920.0;12070.0;59.26;89.41;Departamento
Departamento;San Luis;2;2;0;65;1000.0;220.0;1234.0;15.38;18.98;Departamento
Departamento;Ventanilla;2;0;0;62;1100.0;450.0;1597.0;17.74;25.76;Departamento
Departamento;San Miguel;1;0;1;43;1300.0;530.0;1830.0;30.23;42.56;Departamento
Departamento;Comas;2;1;0;66;900.0;604.0;1504.0;13.64;22.79;Departamento
Departamento;Lince;2;1;1;90;2100.0;730.0;2958.0;23.33;32.87;Departamento
Departamento;San Miguel;2;1;0;75;1255.0;867.0;2122.0;16.73;28.29;Departamento
Departamento;San Isidro;2;1;1;60;850.0;180.0;1030.0;14.17;17.17;Departamento
Departamento;Chorrillos;1;0;0;93;2600.0;519.0;3210.0;27.96;34.52;Departamento
Departamento;San Borja;1;0;0;30;1400.0;602.0;2182.0;46.67;72.73;Departamento
Departamento;Mi Perú;2;1;1;70;2100.0;920.0;3170.0;30.0;45.29;Departamento
Departamento;Ate;2;1;1;72;4000.0;1660.0;6090.0;55.56;84.58;Departamento
Departamento;Comas;2;0;0;70;800.0;545.0;1345.0;11.43;19.21;Departamento
Departamento;San Borja;1;1;0;70;2500.0;870.0;3500.0;35.71;50.0;Departamento
Departamento;Punta Hermosa;3;0;1;147;3000.0;1018.0;4018.0;20.41;27.33;Departamento
Departamento;Punta Hermosa;4;4;2;400;9500.0;10500.0;20000.0;23.75;50.0;Departamento
Departamento;Rímac;3;2;1;128;7900.0;2300.0;10200.0;61.72;79.69;Departamento
Departamento;Comas;3;2;1;100;7900.0;862.0;9142.0;79.0;91.42;Departamento
Departamento;Comas;1;1;1;83;4000.0;1350.0;5760.0;48.19;69.4;Departamento
Departamento;Jesús María;4;2;1;105;1900.0;1492.0;3597.0;18.1;34.26;Departamento
Departamento;Ate;3;2;1;200;5500.0;1850.0;7580.0;27.5;37.9;Departamento
Departamento;Ate;2;2;1;75;2800.0;1300.0;4260.0;37.33;56.8;Departamento
Departamento;Ate;2;1;1;92;3000.0;860.0;4112.0;32.61;44.7;Departamento
Departamento;Comas;3;0;1;114;3500.0;1500.0;5165.0;30.7;45.31;Departamento
Departamento;Rímac;4;2;2;153;7500.0;1800.0;9947.0;49.02;65.01;Departamento
Departamento;Lurín;2;1;0;50;2300.0;610.0;2910.0;46.0;58.2;Departamento
Departamento;Comas;2;2;2;82;8000.0;3570.0;17562.0;97.56;214.17;Departamento
Departamento;San Borja;2;0;1;60;2800.0;550.0;3400.0;46.67;56.67;Departamento
Departamento;Villa El Salvador;2;0;0;60;2500.0;760.0;3340.0;41.67;55.67;Departamento
Departamento;Comas;2;1;1;85;6000.0;4200.0;10720.0;70.59;126.12;Departamento
Departamento;Ate;1;1;1;75;1500.0;1300.0;2800.0;20.0;37.33;Departamento
Departamento;La Punta;2;0;2;80;2000.0;300.0;2400.0;25.0;30.0;Departamento
Departamento;Rímac;2;2;1;148;6700.0;1560.0;8850.0;45.27;59.8;Departamento
Departamento;Rímac;3;1;0;82;3800.0;1478.0;5498.0;46.34;67.05;Departamento
Departamento;Punta Hermosa;5;2;1;240;6000.0;2200.0;8800.0;25.0;36.67;Departamento
Departamento;Ate;3;2;3;132;3600.0;1790.0;5756.0;27.27;43.61;Departamento
Departamento;Jesús María;2;1;1;79;1400.0;955.0;2500.0;17.72;31.65;Departamento
Departamento;Ate;3;3;1;180;5000.0;2885.0;8685.0;27.78;48.25;Departamento
Departamento;Punta Hermosa;3;0;0;120;5500.0;550.0;6245.0;45.83;52.04;Departamento
Departamento;Comas;3;1;1;130;6000.0;2008.0;8438.0;46.15;64.91;Departamento
Departamento;Breña;2;1;1;80;3100.0;1450.0;4550.0;38.75;56.88;Departamento
Departamento;San Borja;2;1;0;54;1100.0;652.0;1752.0;20.37;32.44;Departamento
Departamento;San Borja;3;1;0;75;2400.0;750.0;3324.0;32.0;44.32;Departamento
Departamento;Comas;3;2;1;130;5000.0;2107.0;7509.0;38.46;57.76;Departamento
Departamento;Punta Hermosa;3;2;1;117;2800.0;978.0;3983.0;23.93;34.04;Departamento
Departamento;Ate;3;2;3;145;3200.0;3200.0;8200.0;22.07;56.55;Departamento
Departamento;San Borja;1;0;0;30;2100.0;487.0;2587.0;70.0;86.23;Departamento
Departamento;Ate;3;3;3;300;8000.0;2287.0;11517.0;26.67;38.39;Departamento
Departamento;Ate;4;3;2;150;5000.0;2133.0;12464.0;33.33;83.09;Departamento
Departamento;San Borja;3;0;0;120;3000.0;750.0;3890.0;25.0;32.42;Departamento
Departamento;Lince;3;2;1;200;4990.0;1700.0;6920.0;24.95;34.6;Departamento
Departamento;Ate;2;1;1;81;1700.0;1100.0;2900.0;20.99;35.8;Departamento
Departamento;Ventanilla;2;1;0;40;1600.0;780.0;2431.0;40.0;60.78;Departamento
Departamento;Chaclacayo;2;0;0;107;1400.0;420.0;1882.0;13.08;17.59;Departamento
Departamento;Villa El Salvador;4;3;2;216;7000.0;2450.0;9450.0;32.41;43.75;Departamento
Departamento;Pueblo Libre;4;2;2;344;8000.0;3200.0;12458.0;23.26;36.22;Departamento
Departamento;Lince;1;1;0;50;1100.0;480.0;1594.0;22.0;31.88;Departamento
Departamento;Callao;4;2;1;218;2500.0;1205.0;4025.0;11.47;18.46;Departamento
Departamento;Ate;2;1;1;76;2300.0;1048.0;3557.0;30.26;46.8;Departamento
Departamento;Ate;2;1;1;65;1600.0;737.0;2415.0;24.62;37.15;Departamento
Departamento;Rímac;2;0;0;72;3000.0;950.0;4206.0;41.67;58.42;Departamento
Departamento;Jesús María;2;1;2;80;2200.0;699.0;3061.0;27.5;38.26;Departamento
Departamento;Punta Hermosa;4;1;1;280;7000.0;1870.0;9452.0;25.0;33.76;Departamento
Departamento;Ate;4;1;3;160;8500.0;2300.0;11145.0;53.12;69.66;Departamento
Departamento;La Perla;3;1;1;140;4600.0;1600.0;6200.0;32.86;44.29;Departamento
Departamento;Comas;3;1;0;120;4800.0;1700.0;6882.0;40.0;57.35;Departamento
Departamento;Puente Piedra;1;0;0;32;1650.0;700.0;2570.0;51.56;80.31;Departamento
Departamento;Comas;1;1;0;80;4200.0;1350.0;5885.0;52.5;73.56;Departamento
Departamento;Villa El Salvador;1;0;0;16;1200.0;344.0;1573.0;75.0;98.31;Departamento
Departamento;San Borja;3;1;0;95;4800.0;1300.0;6240.0;50.53;65.68;Departamento
Departamento;Punta Negra;2;1;1;55;1300.0;560.0;1894.0;23.64;34.44;Departamento
Departamento;Comas;3;1;1;140;7500.0;2900.0;10900.0;53.57;77.86;Departamento
Departamento;San Miguel;2;1;1;80;2200.0;789.0;3058.0;27.5;38.22;Departamento
Departamento;Chorrillos;3;1;0;108;6500.0;1440.0;8190.0;60.19;75.83;Departamento
Departamento;Ate;2;1;1;105;2750.0;1484.0;4234.0;26.19;40.32;Departamento
Departamento;Cieneguilla;1;1;0;45;720.0;80.0;800.0;16.0;17.78;Departamento
Departamento;Ate;2;1;1;100;2000.0;1444.0;3710.0;20.0;37.1;Departamento
Departamento;Ate;2;1;1;100;4000.0;1311.0;5311.0;40.0;53.11;Departamento
Departamento;Comas;3;1;1;130;5500.0;1210.0;6980.0;42.31;53.69;Departamento
Departamento;Jesús María;3;2;1;95;1600.0;550.0;2315.0;16.84;24.37;Departamento
Departamento;Jesús María;2;1;1;81;1800.0;588.0;2388.0;22.22;29.48;Departamento
Departamento;Santa María del Mar;2;1;0;55;1100.0;270.0;1387.0;20.0;25.22;Departamento
Departamento;Lince;2;1;0;60;850.0;536.0;1403.0;14.17;23.38;Departamento
Departamento;San Miguel;2;1;1;77;1800.0;812.0;2717.0;23.38;35.29;Departamento
Departamento;San Luis;2;1;1;90;1800.0;1110.0;2910.0;20.0;32.33;Departamento
Departamento;Ate;2;3;2;129;4000.0;1740.0;6059.0;31.01;46.97;Departamento
Departamento;Ventanilla;2;1;0;80;1200.0;400.0;1683.0;15.0;21.04;Departamento
Departamento;San Borja;1;0;0;38;1500.0;435.0;1993.0;39.47;52.45;Departamento
Departamento;Chorrillos;2;2;1;105;4600.0;1200.0;6072.0;43.81;57.83;Departamento
Departamento;Callao;2;1;0;76;1900.0;720.0;2620.0;25.0;34.47;Departamento
Departamento;Ate;4;3;2;160;3500.0;1600.0;5600.0;21.88;35.0;Departamento
Departamento;Rímac;2;0;1;90;4800.0;1129.0;6139.0;53.33;68.21;Departamento
Departamento;Ate;3;2;1;130;4499.0;1750.0;6649.0;34.61;51.15;Departamento
Departamento;Comas;3;1;1;130;5500.0;2300.0;8450.0;42.31;65.0;Departamento
Departamento;Pueblo Libre;2;2;1;98;3800.0;760.0;4810.0;38.78;49.08;Departamento
Departamento;Callao;2;0;0;48;700.0;317.0;1031.0;14.58;21.48;Departamento
Departamento;Ate;3;2;2;212;5500.0;1200.0;7382.0;25.94;34.82;Departamento
Departamento;San Borja;1;2;0;70;2300.0;681.0;3120.0;32.86;44.57;Departamento
Departamento;Lurín;3;0;0;100;2200.0;720.0;3113.0;22.0;31.13;Departamento
Departamento;Callao;3;1;2;93;2100.0;900.0;3000.0;22.58;32.26;Departamento
Departamento;San Borja;3;0;0;75;2800.0;1090.0;3890.0;37.33;51.87;Departamento
Departamento;Pachacámac;1;0;0;30;1100.0;400.0;1500.0;36.67;50.0;Departamento
Departamento;Villa El Salvador;1;1;0;60;2300.0;724.0;3150.0;38.33;52.5;Departamento
Departamento;Santa María del Mar;2;0;0;70;1100.0;402.0;1536.0;15.71;21.94;Departamento
Departamento;Jesús María;2;1;1;67;1750.0;750.0;2500.0;26.12;37.31;Departamento
Departamento;Jesús María;2;0;0;58;900.0;547.0;1481.0;15.52;25.53;Departamento
Departamento;Santa María del Mar;2;0;0;55;650.0;345.0;995.0;11.82;18.09;Departamento
Departamento;Comas;3;1;1;95;4500.0;1150.0;5890.0;47.37;62.0;Departamento
Departamento;Ate;4;2;2;118;2900.0;1000.0;4100.0;24.58;34.75;Departamento
Departamento;San Miguel;3;1;1;98;3100.0;1310.0;4592.0;31.63;46.86;Departamento
Departamento;Chorrillos;2;1;1;78;4000.0;1100.0;5100.0;51.28;65.38;Departamento
Departamento;San Luis;3;1;1;74;950.0;672.0;1637.0;12.84;22.12;Departamento
Departamento;Callao;4;1;1;167;3300.0;730.0;4030.0;19.76;24.13;Departamento
Departamento;Villa El Salvador;2;0;0;88;2300.0;470.0;2912.0;26.14;33.09;Departamento
Departamento;Chorrillos;3;1;0;62;730.0;300.0;1046.0;11.77;16.87;Departamento
Departamento;San Borja;4;1;0;260;6500.0;1900.0;12399.0;25.0;47.69;Departamento
Departamento;San Borja;1;0;0;55;2000.0;1930.0;3930.0;36.36;71.45;Departamento
Departamento;Chorrillos;2;1;0;97;850.0;555.0;1405.0;8.76;14.48;Departamento
Departamento;Ate;2;1;1;80;2100.0;1140.0;3424.0;26.25;42.8;Departamento
Departamento;Comas;3;1;2;110;6000.0;860.0;7180.0;54.55;65.27;Departamento
Departamento;San Borja;3;1;0;134;2300.0;2000.0;4300.0;17.16;32.09;Departamento
Departamento;Ate;2;2;1;220;3500.0;2000.0;5500.0;15.91;25.0;Departamento
Departamento;Ate;2;1;1;76;1700.0;1476.0;3176.0;22.37;41.79;Departamento
Departamento;Chaclacayo;2;1;0;53;1200.0;200.0;1400.0;22.64;26.42;Departamento
Departamento;Ate;3;2;2;200;9500.0;1700.0;11200.0;47.5;56.0;Departamento
Departamento;La Molina;1;1;0;45;900.0;557.0;1473.0;20.0;32.73;Departamento
Departamento;Ate;2;1;1;74;3500.0;1100.0;4600.0;47.3;62.16;Departamento
Departamento;Chorrillos;3;2;1;105;4300.0;1209.0;5712.0;40.95;54.4;Departamento
Departamento;Punta Hermosa;1;0;0;49;2100.0;356.0;2511.0;42.86;51.24;Departamento
Departamento;Santa Anita;2;1;1;53;1500.0;785.0;2365.0;28.3;44.62;Departamento
Departamento;Jesús María;2;1;0;52;1300.0;500.0;1800.0;25.0;34.62;Departamento
Departamento;Ate;3;2;1;118;2000.0;1750.0;3900.0;16.95;33.05;Departamento
Departamento;Mi Perú;2;1;0;46;1100.0;400.0;1513.0;23.91;32.89;Departamento
Departamento;Pachacámac;1;0;0;50;1400.0;520.0;1967.0;28.0;39.34;Departamento
Departamento;Comas;3;1;0;90;6500.0;1200.0;7850.0;72.22;87.22;Departamento
Departamento;Ate;3;2;1;113;3000.0;580.0;6330.0;26.55;56.02;Departamento
Departamento;Callao;2;1;1;56;1400.0;560.0;2036.0;25.0;36.36;Departamento
Departamento;Ate;3;3;2;165;4900.0;1820.0;7220.0;29.7;43.76;Departamento
Departamento;Chorrillos;3;2;1;135;3100.0;1560.0;4954.0;22.96;36.7;Departamento
Departamento;Chorrillos;1;0;0;40;1500.0;430.0;1930.0;37.5;48.25;Departamento
Departamento;Ventanilla;3;0;0;70;1500.0;300.0;1831.0;21.43;26.16;Departamento
Departamento;Jesús María;2;1;1;80;1850.0;620.0;2560.0;23.12;32.0;Departamento
Departamento;San Borja;2;1;0;60;2600.0;1480.0;4080.0;43.33;68.0;Departamento
Departamento;Ate;4;2;1;160;4200.0;1475.0;6271.0;26.25;39.19;Departamento
Departamento;Punta Hermosa;5;3;2;400;9500.0;10000.0;21600.0;23.75;54.0;Departamento
Departamento;San Martín de Porres;1;0;0;33;600.0;3.0;603.0;18.18;18.27;Departamento
Departamento;San Borja;2;0;0;62;1600.0;1200.0;2830.0;25.81;45.65;Departamento
Departamento;Santa Anita;2;0;0;92;1400.0;520.0;2043.0;15.22;22.21;Departamento
Departamento;Jesús María;3;2;1;90;1700.0;450.0;2150.0;18.89;23.89;Departamento
Departamento;San Borja;2;1;1;87;3200.0;882.0;4286.0;36.78;49.26;Departamento
Departamento;Punta Hermosa;2;1;1;81;2499.0;1120.0;3789.0;30.85;46.78;Departamento
Departamento;La Perla;2;1;0;80;2700.0;700.0;3522.0;33.75;44.02;Departamento
Departamento;San Miguel;1;1;0;67;1500.0;705.0;2272.0;22.39;33.91;Departamento
Departamento;Jesús María;3;2;3;200;3950.0;900.0;5250.0;19.75;26.25;Departamento
Departamento;Rímac;2;0;0;59;3200.0;1012.0;4212.0;54.24;71.39;Departamento
Departamento;Ate;1;1;1;66;3000.0;2300.0;6000.0;45.45;90.91;Departamento
Departamento;Pueblo Libre;4;2;1;180;6300.0;2140.0;8960.0;35.0;49.78;Departamento
Departamento;Comas;2;1;0;70;1100.0;512.0;1626.0;15.71;23.23;Departamento
Departamento;Chorrillos;2;1;0;66;2800.0;732.0;3684.0;42.42;55.82;Departamento
Departamento;Punta Negra;1;0;0;50;1600.0;350.0;1980.0;32.0;39.6;Departamento
Departamento;Callao;3;1;1;128;2800.0;900.0;3900.0;21.88;30.47;Departamento
Departamento;La Perla;2;1;0;63;2900.0;690.0;3749.0;46.03;59.51;Departamento
Departamento;San Borja;4;1;1;160;3700.0;1600.0;5300.0;23.12;33.12;Departamento
Departamento;San Borja;4;1;2;230;4500.0;1400.0;6150.0;19.57;26.74;Departamento
Departamento;San Miguel;3;1;1;81;2000.0;600.0;2689.0;24.69;33.2;Departamento
Departamento;Pueblo Libre;2;1;1;72;3100.0;890.0;4233.0;43.06;58.79;Departamento
Departamento;San Miguel;3;1;1;94;3500.0;957.0;6657.0;37.23;70.82;Departamento
Departamento;San Miguel;2;0;0;80;1300.0;330.0;1655.0;16.25;20.69;Departamento
Departamento;Comas;3;1;1;135;5500.0;1870.0;7588.0;40.74;56.21;Departamento
Departamento;San Borja;1;0;0;40;1500.0;750.0;2320.0;37.5;58.0;Departamento
Departamento;Ate;1;1;1;82;1800.0;1300.0;3250.0;21.95;39.63;Departamento
Departamento;Chorrillos;3;2;1;105;4000.0;1298.0;5500.0;38.1;52.38;Departamento
Departamento;Ate;1;1;0;33;1500.0;650.0;2253.0;45.45;68.27;Departamento
Departamento;Ate;4;2;2;140;5100.0;2000.0;10350.0;36.43;73.93;Departamento
Departamento;Comas;3;1;1;160;7500.0;3000.0;11055.0;46.88;69.09;Departamento
Departamento;La Punta;2;1;0;80;1400.0;580.0;2060.0;17.5;25.75;Departamento
Departamento;Lince;2;1;0;55;800.0;550.0;1350.0;14.55;24.55;Departamento
Departamento;San Borja;2;1;0;60;1000.0;546.0;1559.0;16.67;25.98;Departamento
Departamento;San Borja;3;1;1;100;3200.0;1120.0;4320.0;32.0;43.2;Departamento
Departamento;Ate;1;2;1;100;3300.0;1900.0;5700.0;33.0;57.0;Departamento
Departamento;San Borja;2;0;0;90;3000.0;800.0;4019.0;33.33;44.66;Departamento
Departamento;Jesús María;3;3;1;170;2000.0;950.0;3280.0;11.76;19.29;Departamento
Departamento;Jesús María;3;1;1;81;2600.0;600.0;3345.0;32.1;41.3;Departamento
Departamento;Villa El Salvador;1;1;0;65;2800.0;1000.0;4000.0;43.08;61.54;Departamento
Departamento;Ancón;4;2;2;140;4900.0;1800.0;6992.0;35.0;49.94;Departamento
Departamento;San Borja;1;0;0;34;1700.0;590.0;2290.0;50.0;67.35;Departamento
Departamento;Ate;1;1;0;72;1900.0;1050.0;3170.0;26.39;44.03;Departamento
Departamento;San Luis;1;1;0;53;1600.0;530.0;2177.0;30.19;41.08;Departamento
Departamento;Pachacámac;1;0;0;37;1200.0;393.0;1617.0;32.43;43.7;Departamento
Departamento;Comas;2;1;0;54;1500.0;480.0;2240.0;27.78;41.48;Departamento
Departamento;Ventanilla;2;1;0;56;800.0;448.0;1276.0;14.29;22.79;Departamento
Departamento;Santa Rosa;2;0;0;60;800.0;620.0;1432.0;13.33;23.87;Departamento
Departamento;Jesús María;2;1;1;75;2000.0;850.0;3010.0;26.67;40.13;Departamento
Departamento;Los Olivos;2;1;0;55;850.0;540.0;1390.0;15.45;25.27;Departamento
Departamento;San Miguel;1;0;0;38;1200.0;485.0;1705.0;31.58;44.87;Departamento
Departamento;San Borja;2;1;0;50;800.0;250.0;1085.0;16.0;21.7;Departamento
Departamento;Lince;2;1;1;71;1700.0;400.0;2100.0;23.94;29.58;Departamento
Departamento;San Borja;1;1;0;52;1800.0;1295.0;3095.0;34.62;59.52;Departamento
Departamento;Callao;3;1;1;84;1300.0;900.0;2200.0;15.48;26.19;Departamento
Departamento;Ate;3;2;1;150;3600.0;1621.0;5221.0;24.0;34.81;Departamento
Departamento;Rímac;4;2;1;180;7500.0;3330.0;11670.0;41.67;64.83;Departamento
Departamento;Villa María del Triunfo;2;0;0;53;1100.0;365.0;1492.0;20.75;28.15;Departamento
Departamento;Punta Negra;2;1;1;66;1900.0;649.0;2604.0;28.79;39.45;Departamento
Departamento;Ate;3;2;1;110;2800.0;1688.0;4776.0;25.45;43.42;Departamento
Departamento;San Miguel;3;1;0;111;2700.0;680.0;3510.0;24.32;31.62;Departamento
Departamento;Pachacámac;2;0;0;75;1700.0;662.0;2450.0;22.67;32.67;Departamento
Departamento;Jesús María;2;3;1;98;1700.0;1100.0;2950.0;17.35;30.1;Departamento
Departamento;Comas;3;1;1;140;7200.0;2900.0;10600.0;51.43;75.71;Departamento
Departamento;San Miguel;2;0;0;75;1600.0;210.0;1861.0;21.33;24.81;Departamento
Departamento;San Borja;3;1;0;100;3100.0;958.0;26268.0;31.0;262.68;Departamento
Departamento;Jesús María;3;2;1;85;2200.0;772.0;2972.0;25.88;34.96;Departamento
Departamento;Chorrillos;1;0;0;28;1480.0;400.0;1880.0;52.86;67.14;Departamento
Departamento;Lurigancho;1;0;1;150;6900.0;2201.0;9416.0;46.0;62.77;Departamento
Departamento;Rímac;4;2;2;150;9000.0;1900.0;10900.0;60.0;72.67;Departamento
Departamento;Ate;1;1;1;60;1700.0;1103.0;2803.0;28.33;46.72;Departamento
Departamento;Ate;2;1;1;98;2700.0;1500.0;4450.0;27.55;45.41;Departamento
Departamento;Ate;3;1;1;93;3000.0;1144.0;4144.0;32.26;44.56;Departamento
Departamento;San Borja;1;0;0;45;1600.0;594.0;2194.0;35.56;48.76;Departamento
Departamento;Comas;1;1;0;50;3500.0;796.0;4296.0;70.0;85.92;Departamento
Departamento;Ate;4;2;2;146;2900.0;1950.0;5110.0;19.86;35.0;Departamento
Departamento;Ate;3;2;1;72;2700.0;660.0;3450.0;37.5;47.92;Departamento
Departamento;Villa El Salvador;2;0;1;100;4000.0;1198.0;5526.0;40.0;55.26;Departamento
Departamento;Jesús María;3;2;1;150;2500.0;1000.0;3510.0;16.67;23.4;Departamento
Departamento;Comas;2;1;0;90;4000.0;1550.0;5737.0;44.44;63.74;Departamento
Departamento;Lince;2;1;0;51;600.0;325.0;925.0;11.76;18.14;Departamento
Departamento;Jesús María;4;2;1;180;2900.0;977.0;3918.0;16.11;21.77;Departamento
Departamento;San Borja;3;1;1;240;2600.0;944.0;4061.0;10.83;16.92;Departamento
Departamento;Comas;3;1;1;151;8000.0;1550.0;10008.0;52.98;66.28;Departamento
Departamento;San Borja;1;0;1;57;2600.0;749.0;3576.0;45.61;62.74;Departamento
Departamento;Breña;2;1;1;70;3300.0;800.0;4258.0;47.14;60.83;Departamento
Departamento;Chorrillos;2;1;1;81;3200.0;990.0;4335.0;39.51;53.52;Departamento
Departamento;Comas;2;0;0;76;3800.0;1200.0;5135.0;50.0;67.57;Departamento
Departamento;San Miguel;2;1;1;85;2000.0;700.0;2790.0;23.53;32.82;Departamento
Departamento;Ate;3;2;2;140;4100.0;1756.0;6257.0;29.29;44.69;Departamento
Departamento;Ventanilla;2;1;2;72;1900.0;800.0;2700.0;26.39;37.5;Departamento
Departamento;Ate;4;2;2;123;3950.0;1090.0;5423.0;32.11;44.09;Departamento
Departamento;Magdalena del Mar;2;0;0;77;1400.0;297.0;1711.0;18.18;22.22;Departamento
Departamento;Pueblo Libre;2;1;0;72;2100.0;976.0;3277.0;29.17;45.51;Departamento
Departamento;Jesús María;3;1;2;81;1800.0;1098.0;4808.0;22.22;59.36;Departamento
Departamento;Comas;3;1;2;138;7500.0;1920.0;9760.0;54.35;70.72;Departamento
Departamento;Ate;2;1;1;75;1680.0;1200.0;3040.0;22.4;40.53;Departamento
Departamento;San Borja;4;1;0;155;5000.0;1500.0;6728.0;32.26;43.41;Departamento
Departamento;San Borja;2;1;1;60;3000.0;1603.0;5691.0;50.0;94.85;Departamento
Departamento;San Borja;2;0;0;90;1900.0;790.0;2690.0;21.11;29.89;Departamento
Departamento;Punta Hermosa;2;2;1;122;4800.0;2200.0;7000.0;39.34;57.38;Departamento
Departamento;Ate;2;1;2;90;2700.0;1000.0;3977.0;30.0;44.19;Departamento
Departamento;Punta Negra;4;1;1;150;2500.0;700.0;3268.0;16.67;21.79;Departamento
Departamento;Lince;4;2;2;170;2200.0;1100.0;3300.0;12.94;19.41;Departamento
Departamento;Ate;2;1;1;78;3800.0;1100.0;5106.0;48.72;65.46;Departamento
Departamento;Jesús María;3;1;1;70;1800.0;1045.0;2845.0;25.71;40.64;Departamento
Departamento;Los Olivos;2;1;1;59;1500.0;618.0;2133.0;25.42;36.15;Departamento
Departamento;San Miguel;3;1;0;115;1900.0;720.0;2750.0;16.52;23.91;Departamento
Departamento;Magdalena del Mar;1;0;0;45;500.0;80.0;580.0;11.11;12.89;Departamento
