Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Valor bruto;Valor por m2;Valor bruto por m2;Tipo agrupado
Departamento;Ate;4;2;1;139;5000.0;2724.0;8234.0;35.97;59.24;Departamento
Departamento;Callao;2;2;1;80;1350.0;760.0;2218.0;16.88;27.72;Departamento
Departamento;San Miguel;4;2;1;188;2000.0;2000.0;7090.0;10.64;37.71;Departamento
Departamento;Ate;2;1;1;80;3000.0;1067.0;4536.0;37.5;56.7;Departamento
Departamento;Comas;1;1;1;80;5500.0;1200.0;6960.0;68.75;87.0;Departamento
Departamento;Comas;3;1;1;130;7500.0;1797.0;9710.0;57.69;74.69;Departamento
Departamento;Los Olivos;3;1;0;120;1200.0;200.0;1455.0;10.0;12.12;Departamento
Departamento;Ate;3;2;1;110;3000.0;1400.0;7110.0;27.27;64.64;Departamento
Departamento;Rímac;2;1;1;100;3400.0;1400.0;5230.0;34.0;52.3;Departamento
Departamento;Punta Negra;3;0;0;60;1300.0;400.0;1814.0;21.67;30.23;Departamento
Departamento;Ate;2;1;2;93;2300.0;1300.0;3881.0;24.73;41.73;Departamento
Departamento;Jesús María;2;1;1;80;1750.0;800.0;2689.0;21.88;33.61;Departamento
Departamento;Comas;2;1;0;70;4000.0;614.0;4764.0;57.14;68.06;Departamento
Departamento;Pachacámac;2;0;0;79;1900.0;500.0;2435.0;24.05;30.82;Departamento
Departamento;Comas;2;1;0;75;4000.0;850.0;5072.0;53.33;67.63;Departamento
Departamento;Santa Anita;2;1;0;74;1100.0;550.0;2350.0;14.86;31.76;Departamento
Departamento;San Miguel;2;1;0;65;1900.0;750.0;2720.0;29.23;41.85;Departamento
Departamento;Chorrillos;3;2;1;113;4600.0;1165.0;5765.0;40.71;51.02;Departamento
Departamento;San Bartolo;1;0;0;50;2500.0;600.0;3100.0;50.0;62.0;Departamento
Departamento;La Punta;2;1;0;60;900.0;280.0;1190.0;15.0;19.83;Departamento
Departamento;Ate;2;1;2;93;2700.0;1313.0;4013.0;29.03;43.15;Departamento
Departamento;Lince;2;1;1;53;1100.0;370.0;1470.0;20.75;27.74;Departamento
Departamento;Jesús María;2;1;1;70;2000.0;500.0;2500.0;28.57;35.71;Departamento
Departamento;Chaclacayo;3;0;0;95;1200.0;550.0;1750.0;12.63;18.42;Departamento
Departamento;Ate;2;1;1;85;2300.0;1103.0;3570.0;27.06;42.0;Departamento
Departamento;Ate;3;2;1;141;4000.0;1590.0;5590.0;28.37;39.65;Departamento
Departamento;Ate;2;1;1;98;2900.0;1100.0;4190.0;29.59;42.76;Departamento
Departamento;Breña;3;1;1;95;3800.0;800.0;4820.0;40.0;50.74;Departamento
Departamento;San Miguel;3;2;1;150;2800.0;1400.0;4422.0;18.67;29.48;Departamento
Departamento;Rímac;3;1;0;88;3500.0;1235.0;4939.0;39.77;56.12;Departamento
Departamento;San Borja;3;1;1;180;8500.0;1296.0;10101.0;47.22;56.12;Departamento
Departamento;San Borja;3;2;1;114;5000.0;1400.0;6775.0;43.86;59.43;Departamento
Departamento;Comas;2;0;0;80;3800.0;1200.0;5100.0;47.5;63.75;Departamento
Departamento;Rímac;2;1;0;75;3600.0;1100.0;4955.0;48.0;66.07;Departamento
Departamento;San Luis;2;1;0;50;1400.0;450.0;2000.0;28.0;40.0;Departamento
Departamento;Ate;4;3;4;300;4500.0;1980.0;7073.0;15.0;23.58;Departamento
Departamento;Pachacámac;1;0;0;34;1000.0;454.0;1479.0;29.41;43.5;Departamento
Departamento;San Luis;2;0;0;72;1900.0;305.0;2256.0;26.39;31.33;Departamento
Departamento;El Agustino;2;0;0;42;800.0;238.0;1038.0;19.05;24.71;Departamento
Departamento;Mi Perú;2;1;0;60;1000.0;150.0;1150.0;16.67;19.17;Departamento
Departamento;Jesús María;3;2;1;120;2200.0;1003.0;3203.0;18.33;26.69;Departamento
Departamento;San Borja;1;0;0;42;2100.0;500.0;2667.0;50.0;63.5;Departamento
Departamento;Santa Rosa;2;0;0;54;900.0;250.0;1150.0;16.67;21.3;Departamento
Departamento;Santa Anita;2;1;0;74;1000.0;564.0;1577.0;13.51;21.31;Departamento
Departamento;San Miguel;2;0;0;73;1200.0;700.0;1930.0;16.44;26.44;Departamento
Departamento;San Borja;3;1;2;180;5600.0;1400.0;7700.0;31.11;42.78;Departamento
Departamento;Santa María del Mar;2;1;0;60;1100.0;495.0;1608.0;18.33;26.8;Departamento
Departamento;San Luis;2;0;1;64;1700.0;814.0;2514.0;26.56;39.28;Departamento
Departamento;Ate;2;1;1;69;2500.0;951.0;3622.0;36.23;52.49;Departamento
Departamento;Callao;3;2;2;132;2500.0;984.0;5717.0;18.94;43.31;Departamento
Departamento;San Borja;3;1;1;139;7000.0;2900.0;10220.0;50.36;73.53;Departamento
Departamento;San Borja;2;0;0;90;3000.0;800.0;3959.0;33.33;43.99;Departamento
Departamento;San Miguel;3;1;0;90;2300.0;747.0;3047.0;25.56;33.86;Departamento
Departamento;Ate;2;1;1;70;1550.0;759.0;2429.0;22.14;34.7;Departamento
Departamento;Punta Negra;3;0;0;70;1200.0;350.0;1584.0;17.14;22.63;Departamento
Departamento;Ventanilla;3;1;0;66;1500.0;680.0;2233.0;22.73;33.83;Departamento
Departamento;San Borja;2;0;1;70;2000.0;600.0;2660.0;28.57;38.0;Departamento
Departamento;San Borja;2;0;1;76;4000.0;600.0;4600.0;52.63;60.53;Departamento
Departamento;Comas;1;0;1;50;2400.0;500.0;4100.0;48.0;82.0;Departamento
Departamento;Santa Rosa;2;0;0;66;990.0;440.0;1465.0;15.0;22.2;Departamento
Departamento;San Miguel;2;0;0;68;1700.0;604.0;2388.0;25.0;35.12;Departamento
Departamento;Lurín;2;0;0;75;3200.0;435.0;3720.0;42.67;49.6;Departamento
Departamento;San Borja;2;0;0;74;1400.0;1134.0;2669.0;18.92;36.07;Departamento
Departamento;San Borja;3;1;1;140;5000.0;1300.0;6300.0;35.71;45.0;Departamento
Departamento;Ate;2;2;0;98;2800.0;800.0;3860.0;28.57;39.39;Departamento
Departamento;Comas;3;1;0;110;5300.0;1200.0;6800.0;48.18;61.82;Departamento
Departamento;Ventanilla;1;1;0;30;1100.0;620.0;1720.0;36.67;57.33;Departamento
Departamento;San Borja;3;1;1;150;4000.0;1500.0;5815.0;26.67;38.77;Departamento
Departamento;Pueblo Libre;2;1;0;55;650.0;100.0;750.0;11.82;13.64;Departamento
Departamento;Comas;3;1;1;120;4000.0;1600.0;5970.0;33.33;49.75;Departamento
Departamento;Punta Hermosa;2;1;1;79;1700.0;1105.0;2995.0;21.52;37.91;Departamento
Departamento;San Miguel;1;0;0;40;1100.0;534.0;1659.0;27.5;41.48;Departamento
Departamento;Ate;3;2;1;118;3400.0;1362.0;5175.0;28.81;43.86;Departamento
Departamento;Villa El Salvador;2;1;1;89;2650.0;996.0;3816.0;29.78;42.88;Departamento
Departamento;Jesús María;2;1;1;105;2300.0;6485.0;8941.0;21.9;85.15;Departamento
Departamento;Ate;5;2;1;148;4200.0;2056.0;8331.0;28.38;56.29;Departamento
Departamento;San Borja;2;0;0;78;2600.0;610.0;3334.0;33.33;42.74;Departamento
Departamento;Ate;2;1;2;101;3100.0;1540.0;4942.0;30.69;48.93;Departamento
Departamento;Comas;3;1;1;121;3900.0;1700.0;5926.0;32.23;48.98;Departamento
Departamento;Ate;3;2;1;125;2600.0;1605.0;4546.0;20.8;36.37;Departamento
Departamento;Chorrillos;2;1;1;93;2000.0;1300.0;3470.0;21.51;37.31;Departamento
Departamento;Ate;3;2;3;155;5900.0;1850.0;8090.0;38.06;52.19;Departamento
Departamento;San Bartolo;1;0;0;44;1300.0;560.0;1929.0;29.55;43.84;Departamento
Departamento;San Borja;2;0;1;80;2900.0;980.0;4070.0;36.25;50.88;Departamento
Departamento;La Punta;3;1;0;153;2200.0;1100.0;5253.0;14.38;34.33;Departamento
Departamento;Chorrillos;2;1;1;80;3300.0;717.0;4159.0;41.25;51.99;Departamento
Departamento;Ate;2;2;1;144;2200.0;1700.0;3900.0;15.28;27.08;Departamento
Departamento;Jesús María;2;1;1;66;1700.0;861.0;2561.0;25.76;38.8;Departamento
Departamento;Punta Hermosa;2;1;1;78;2600.0;1100.0;6300.0;33.33;80.77;Departamento
Departamento;Rímac;3;1;1;107;7000.0;1794.0;9044.0;65.42;84.52;Departamento
Departamento;Rímac;1;0;0;50;1900.0;780.0;2680.0;38.0;53.6;Departamento
Departamento;Santa Anita;2;0;1;47;1400.0;400.0;1813.0;29.79;38.57;Departamento
Departamento;Ate;3;2;1;120;2900.0;1500.0;4710.0;24.17;39.25;Departamento
Departamento;San Borja;3;1;1;140;5000.0;1500.0;6750.0;35.71;48.21;Departamento
Departamento;San Miguel;1;0;0;59;1250.0;500.0;1750.0;21.19;29.66;Departamento
Departamento;La Perla;2;1;1;95;4000.0;1000.0;5280.0;42.11;55.58;Departamento
Departamento;San Luis;2;1;0;46;1300.0;500.0;1813.0;28.26;39.41;Departamento
Departamento;Magdalena del Mar;5;3;2;185;4000.0;988.0;5164.0;21.62;27.91;Departamento
Departamento;Ventanilla;2;0;1;85;1500.0;380.0;1962.0;17.65;23.08;Departamento
Departamento;Mi Perú;1;1;0;40;1100.0;320.0;1433.0;27.5;35.83;Departamento
Departamento;San Borja;1;0;0;42;1800.0;460.0;2338.0;42.86;55.67;Departamento
Departamento;Rímac;4;2;1;160;4500.0;1348.0;6198.0;28.12;38.74;Departamento
Departamento;Callao;3;1;1;78;1800.0;680.0;2605.0;23.08;33.4;Departamento
Departamento;Santa Anita;2;0;0;50;750.0;350.0;1100.0;15.0;22.0;Departamento
Departamento;Pachacámac;1;0;0;35;1100.0;340.0;1460.0;31.43;41.71;Departamento
Departamento;Mi Perú;2;1;1;60;1200.0;125.0;1325.0;20.0;22.08;Departamento
Departamento;San Borja;3;1;1;160;3800.0;1560.0;5660.0;23.75;35.38;Departamento
Departamento;San Luis;3;2;1;110;1350.0;1286.0;2636.0;12.27;23.96;Departamento
Departamento;Ventanilla;2;1;0;120;850.0;400.0;1250.0;7.08;10.42;Departamento
Departamento;Lurigancho;2;0;0;90;3950.0;530.0;4550.0;43.89;50.56;Departamento
Departamento;San Borja;3;1;1;150;3500.0;1130.0;4630.0;23.33;30.87;Departamento
Departamento;Ate;3;2;1;150;4500.0;1300.0;6240.0;30.0;41.6;Departamento
Departamento;La Perla;3;1;1;148;6000.0;900.0;9200.0;40.54;62.16;Departamento
Departamento;La Punta;2;1;1;64;1400.0;708.0;3119.0;21.88;48.73;Departamento
Departamento;Ate;3;1;1;86;3000.0;1100.0;4220.0;34.88;49.07;Departamento
Departamento;Rímac;3;2;1;130;8000.0;1700.0;10300.0;61.54;79.23;Departamento
Departamento;San Borja;1;0;0;40;2000.0;620.0;2650.0;50.0;66.25;Departamento
Departamento;La Punta;3;1;1;85;1000.0;982.0;3082.0;11.76;36.26;Departamento
Departamento;Villa El Salvador;1;1;0;50;2200.0;682.0;2904.0;44.0;58.08;Departamento
Departamento;Jesús María;4;2;2;118;2900.0;1000.0;4100.0;24.58;34.75;Departamento
Departamento;Pueblo Libre;2;0;0;70;2100.0;860.0;3213.0;30.0;45.9;Departamento
Departamento;San Luis;2;0;0;66;1500.0;650.0;2170.0;22.73;32.88;Departamento
Departamento;Punta Hermosa;4;3;1;200;5450.0;2043.0;7545.0;27.25;37.72;Departamento
Departamento;Jesús María;3;2;3;200;3950.0;1000.0;4950.0;19.75;24.75;Departamento
Departamento;San Miguel;2;1;0;56;1500.0;520.0;2069.0;26.79;36.95;Departamento
Departamento;San Miguel;3;0;0;80;1800.0;760.0;2679.0;22.5;33.49;Departamento
Departamento;Los Olivos;2;1;0;65;1300.0;917.0;2217.0;20.0;34.11;Departamento
Departamento;Rímac;2;1;0;82;4800.0;780.0;5580.0;58.54;68.05;Departamento
Departamento;San Borja;1;0;0;30;1800.0;454.0;2307.0;60.0;76.9;Departamento
Departamento;Ventanilla;2;1;0;60;1150.0;444.0;1594.0;19.17;26.57;Departamento
Departamento;Miraflores;2;1;0;58;1100.0;160.0;1260.0;18.97;21.72;Departamento
Departamento;Callao;2;1;1;68;1600.0;793.0;3230.0;23.53;47.5;Departamento
Departamento;Lurín;2;0;0;45;1300.0;100.0;1400.0;28.89;31.11;Departamento
Departamento;San Juan de Miraflores;3;1;1;93;1300.0;866.0;2166.0;13.98;23.29;Departamento
Departamento;Los Olivos;2;0;0;90;1750.0;225.0;1975.0;19.44;21.94;Departamento
Departamento;Ate;4;2;3;160;5500.0;2160.0;7660.0;34.38;47.88;Departamento
Departamento;Ate;4;0;1;120;3000.0;2267.0;5574.0;25.0;46.45;Departamento
Departamento;Punta Hermosa;2;1;0;87;2600.0;832.0;3560.0;29.89;40.92;Departamento
Departamento;Jesús María;5;4;4;700;9000.0;3000.0;14500.0;12.86;20.71;Departamento
Departamento;Comas;3;1;0;110;3500.0;1240.0;4740.0;31.82;43.09;Departamento
Departamento;Ate;1;1;0;30;1500.0;475.0;2064.0;50.0;68.8;Departamento
Departamento;Punta Hermosa;3;1;0;150;4200.0;1070.0;5312.0;28.0;35.41;Departamento
Departamento;Callao;2;1;0;60;1400.0;495.0;1895.0;23.33;31.58;Departamento
Departamento;San Borja;2;1;1;160;4100.0;1100.0;5465.0;25.62;34.16;Departamento
Departamento;Rímac;2;0;0;65;2500.0;643.0;3143.0;38.46;48.35;Departamento
Departamento;Rímac;2;1;1;80;3500.0;850.0;4603.0;43.75;57.54;Departamento
Departamento;Lurín;2;1;0;70;2160.0;766.0;3040.0;30.86;43.43;Departamento
Departamento;Bellavista;2;0;0;70;600.0;202.0;802.0;8.57;11.46;Departamento
Departamento;La Perla;2;0;0;40;1800.0;310.0;2140.0;45.0;53.5;Departamento
Departamento;Chorrillos;1;1;0;70;2100.0;872.0;3134.0;30.0;44.77;Departamento
Departamento;La Perla;2;1;0;60;2300.0;880.0;3180.0;38.33;53.0;Departamento
Departamento;Pueblo Libre;4;1;1;312;8000.0;3160.0;12344.0;25.64;39.56;Departamento
Departamento;Comas;2;0;0;80;3900.0;600.0;4620.0;48.75;57.75;Departamento
Departamento;Comas;3;1;1;165;8400.0;1900.0;10700.0;50.91;64.85;Departamento
Departamento;San Miguel;1;0;0;48;1200.0;310.0;1557.0;25.0;32.44;Departamento
Departamento;Ate;1;2;1;65;3500.0;1600.0;5350.0;53.85;82.31;Departamento
Departamento;Comas;2;1;0;72;2100.0;601.0;2740.0;29.17;38.06;Departamento
Departamento;Callao;2;1;1;56;1400.0;560.0;2033.0;25.0;36.3;Departamento
Departamento;San Borja;3;2;1;200;6000.0;1700.0;8185.0;30.0;40.92;Departamento
Departamento;Ate;2;1;1;74;2000.0;1000.0;3180.0;27.03;42.97;Departamento
Departamento;San Borja;3;0;0;136;3900.0;900.0;5121.0;28.68;37.65;Departamento
Departamento;Jesús María;2;3;2;194;5000.0;1700.0;7482.0;25.77;38.57;Departamento
Departamento;Ate;2;1;1;85;2400.0;1435.0;4014.0;28.24;47.22;Departamento
Departamento;Villa El Salvador;1;0;0;44;1500.0;450.0;2020.0;34.09;45.91;Departamento
Departamento;Carmen de La Legua;3;1;1;190;1850.0;1375.0;3415.0;9.74;17.97;Departamento
Departamento;La Punta;2;0;0;45;600.0;350.0;950.0;13.33;21.11;Departamento
Departamento;San Borja;1;1;0;44;800.0;435.0;1249.0;18.18;28.39;Departamento
Departamento;Ate;3;2;1;100;2800.0;1485.0;6885.0;28.0;68.85;Departamento
Departamento;Ate;3;1;1;94;2100.0;1300.0;3518.0;22.34;37.43;Departamento
Departamento;Jesús María;3;2;1;188;3000.0;1346.0;4346.0;15.96;23.12;Departamento
Departamento;Callao;2;1;1;65;1500.0;580.0;2080.0;23.08;32.0;Departamento
Departamento;San Borja;2;1;0;61;2700.0;1105.0;3940.0;44.26;64.59;Departamento
Departamento;Jesús María;3;3;0;130;2800.0;890.0;3970.0;21.54;30.54;Departamento
Departamento;Rímac;2;1;1;80;3500.0;1260.0;5210.0;43.75;65.12;Departamento
Departamento;San Miguel;3;1;0;120;1400.0;699.0;2249.0;11.67;18.74;Departamento
Departamento;Callao;2;1;1;80;1800.0;750.0;2630.0;22.5;32.88;Departamento
Departamento;Jesús María;2;2;2;78;2200.0;530.0;2940.0;28.21;37.69;Departamento
Departamento;Comas;2;0;0;85;4000.0;900.0;4900.0;47.06;57.65;Departamento
Departamento;Punta Hermosa;2;2;2;90;2800.0;1150.0;4100.0;31.11;45.56;Departamento
Departamento;Jesús María;2;2;1;92;1700.0;730.0;2630.0;18.48;28.59;Departamento
Departamento;Villa El Salvador;2;0;0;93;4500.0;630.0;5280.0;48.39;56.77;Departamento
Departamento;Jesús María;3;2;2;120;2400.0;1159.0;3809.0;20.0;31.74;Departamento
Departamento;Jesús María;3;2;1;110;1500.0;947.0;2687.0;13.64;24.43;Departamento
Departamento;San Borja;3;0;1;101;3300.0;1250.0;6155.0;32.67;60.94;Departamento
Departamento;Jesús María;2;1;1;77;1200.0;1010.0;2371.0;15.58;30.79;Departamento
Departamento;San Luis;2;1;0;65;850.0;700.0;1550.0;13.08;23.85;Departamento
Departamento;Mi Perú;3;0;0;78;1200.0;690.0;1890.0;15.38;24.23;Departamento
Departamento;Chorrillos;1;0;0;24;2000.0;481.0;2506.0;83.33;104.42;Departamento
Departamento;San Miguel;1;1;0;52;1500.0;505.0;2026.0;28.85;38.96;Departamento
Departamento;Chorrillos;2;0;0;58;800.0;350.0;1150.0;13.79;19.83;Departamento
Departamento;San Borja;1;0;0;35;1700.0;440.0;2198.0;48.57;62.8;Departamento
Departamento;Comas;3;1;1;115;6500.0;1700.0;8430.0;56.52;73.3;Departamento
Departamento;Santa Rosa;1;0;0;45;800.0;460.0;1260.0;17.78;28.0;Departamento
Departamento;Breña;3;0;1;90;3000.0;780.0;3887.0;33.33;43.19;Departamento
Departamento;Mi Perú;2;1;0;67;1300.0;540.0;1865.0;19.4;27.84;Departamento
Departamento;Villa El Salvador;2;1;1;70;1200.0;555.0;1755.0;17.14;25.07;Departamento
Departamento;Chorrillos;2;1;1;80;2460.0;880.0;3536.0;30.75;44.2;Departamento
Departamento;San Luis;2;1;2;61;1380.0;647.0;2100.0;22.62;34.43;Departamento
Departamento;Ate;2;1;1;96;3500.0;750.0;4250.0;36.46;44.27;Departamento
Departamento;San Borja;3;0;0;105;4000.0;930.0;5055.0;38.1;48.14;Departamento
Departamento;San Luis;3;1;0;60;800.0;459.0;1279.0;13.33;21.32;Departamento
Departamento;San Borja;1;0;1;40;1900.0;900.0;2869.0;47.5;71.72;Departamento
Departamento;Comas;2;0;0;60;4000.0;500.0;4620.0;66.67;77.0;Departamento
Departamento;San Borja;1;0;0;60;2300.0;400.0;2730.0;38.33;45.5;Departamento
Departamento;Miraflores;4;4;4;423;7000.0;2153.0;10635.0;16.55;25.14;Departamento
Departamento;Comas;2;0;0;76;2000.0;672.0;2672.0;26.32;35.16;Departamento
Departamento;Ventanilla;2;1;0;61;1300.0;760.0;2080.0;21.31;34.1;Departamento
Departamento;Punta Hermosa;1;1;1;55;2970.0;960.0;4120.0;54.0;74.91;Departamento
Departamento;Mi Perú;2;0;0;67;1400.0;420.0;1820.0;20.9;27.16;Departamento
Departamento;San Borja;3;1;1;220;4500.0;1475.0;6215.0;20.45;28.25;Departamento
Departamento;Lince;2;1;0;55;1300.0;570.0;1870.0;23.64;34.0;Departamento
Departamento;Ancón;3;2;3;155;5700.0;1580.0;7280.0;36.77;46.97;Departamento
Departamento;San Bartolo;2;0;0;75;2800.0;918.0;3718.0;37.33;49.57;Departamento
Departamento;Miraflores;3;2;1;165;4700.0;1320.0;6510.0;28.48;39.45;Departamento
Departamento;Ate;3;2;1;125;3500.0;1727.0;5526.0;28.0;44.21;Departamento
Departamento;Callao;3;1;1;64;1700.0;680.0;2462.0;26.56;38.47;Departamento
Departamento;Jesús María;4;2;1;160;1900.0;930.0;2980.0;11.88;18.62;Departamento
Departamento;Pachacámac;1;0;0;43;1400.0;420.0;1867.0;32.56;43.42;Departamento
Departamento;San Borja;3;1;1;140;5000.0;1496.0;6496.0;35.71;46.4;Departamento
Departamento;Barranco;2;0;0;60;500.0;280.0;800.0;8.33;13.33;Departamento
Departamento;Chorrillos;3;2;1;116;3500.0;1674.0;5428.0;30.17;46.79;Departamento
Departamento;La Perla;3;2;1;250;4500.0;1600.0;6651.0;18.0;26.6;Departamento
Departamento;Comas;3;0;3;80;5000.0;800.0;6020.0;62.5;75.25;Departamento
Departamento;La Punta;2;1;1;69;1200.0;704.0;1987.0;17.39;28.8;Departamento
Departamento;Pachacámac;1;0;0;25;850.0;223.0;1097.0;34.0;43.88;Departamento
Departamento;Ate;2;1;0;92;2650.0;1629.0;4869.0;28.8;52.92;Departamento
Departamento;Breña;3;1;1;105;4200.0;700.0;5600.0;40.0;53.33;Departamento
Departamento;San Borja;3;1;1;110;3600.0;1550.0;5150.0;32.73;46.82;Departamento
Departamento;San Borja;3;2;1;160;4500.0;920.0;5649.0;28.12;35.31;Departamento
Departamento;Lince;2;2;1;120;2000.0;490.0;2490.0;16.67;20.75;Departamento
Departamento;Magdalena del Mar;1;1;0;30;1000.0;450.0;1474.0;33.33;49.13;Departamento
Departamento;Lurigancho;2;2;2;90;4500.0;1410.0;6248.0;50.0;69.42;Departamento
Departamento;Callao;3;1;1;98;1900.0;1000.0;3039.0;19.39;31.01;Departamento
Departamento;Chorrillos;3;1;0;205;6000.0;2000.0;8300.0;29.27;40.49;Departamento
Departamento;Ventanilla;2;0;0;90;700.0;180.0;880.0;7.78;9.78;Departamento
Departamento;San Borja;1;0;1;60;2200.0;400.0;2625.0;36.67;43.75;Departamento
Departamento;Villa El Salvador;2;1;0;83;2800.0;810.0;3784.0;33.73;45.59;Departamento
Departamento;Ate;4;2;2;230;6300.0;2200.0;8730.0;27.39;37.96;Departamento
Departamento;Ate;3;2;3;127;4700.0;1500.0;6400.0;37.01;50.39;Departamento
Departamento;Ate;3;2;3;150;5000.0;800.0;6320.0;33.33;42.13;Departamento
Departamento;Callao;3;2;1;132;2200.0;1150.0;3476.0;16.67;26.33;Departamento
Departamento;San Borja;3;1;1;138;4500.0;1800.0;6485.0;32.61;46.99;Departamento
Departamento;Pueblo Libre;2;1;1;83;4500.0;897.0;5560.0;54.22;66.99;Departamento
Departamento;Callao;1;1;0;55;900.0;690.0;1630.0;16.36;29.64;Departamento
Departamento;Ate;3;2;1;150;2500.0;1500.0;4398.0;16.67;29.32;Departamento
Departamento;Comas;5;3;1;300;8500.0;2000.0;11500.0;28.33;38.33;Departamento
Departamento;Jesús María;4;2;1;200;2950.0;1000.0;4300.0;14.75;21.5;Departamento
Departamento;Ate;3;2;3;120;4000.0;1350.0;5724.0;33.33;47.7;Departamento
Departamento;Ate;2;1;1;76;2300.0;997.0;3297.0;30.26;43.38;Departamento
Departamento;Jesús María;2;1;2;55;1500.0;900.0;2500.0;27.27;45.45;Departamento
Departamento;Ate;4;3;4;233;9000.0;3000.0;17063.0;38.63;73.23;Departamento
Departamento;La Perla;2;1;0;87;3700.0;1100.0;6230.0;42.53;71.61;Departamento
Departamento;Ate;3;2;1;76;1300.0;876.0;2176.0;17.11;28.63;Departamento
Departamento;Rímac;3;1;1;108;3900.0;1141.0;5447.0;36.11;50.44;Departamento
Departamento;Santa María del Mar;2;0;0;55;1200.0;350.0;1550.0;21.82;28.18;Departamento
Departamento;Pucusana;2;0;0;60;1700.0;400.0;2112.0;28.33;35.2;Departamento
Departamento;San Miguel;2;0;0;51;1800.0;250.0;2050.0;35.29;40.2;Departamento
Departamento;Ate;3;2;2;120;3500.0;1068.0;4568.0;29.17;38.07;Departamento
Departamento;Punta Hermosa;1;0;0;90;2600.0;730.0;3430.0;28.89;38.11;Departamento
Departamento;Villa El Salvador;3;1;1;250;7000.0;1636.0;9186.0;28.0;36.74;Departamento
Departamento;Rímac;3;2;1;140;8000.0;2500.0;14900.0;57.14;106.43;Departamento
Departamento;San Isidro;3;0;0;90;1350.0;95.0;1445.0;15.0;16.06;Departamento
Departamento;Ate;3;2;3;220;5000.0;2550.0;8230.0;22.73;37.41;Departamento
Departamento;Rímac;3;1;1;125;9500.0;1900.0;11835.0;76.0;94.68;Departamento
Departamento;San Borja;2;0;1;90;3000.0;1150.0;4291.0;33.33;47.68;Departamento
Departamento;Jesús María;3;2;1;95;1600.0;600.0;3900.0;16.84;41.05;Departamento
Departamento;La Molina;2;1;1;60;1500.0;350.0;1850.0;25.0;30.83;Departamento
Departamento;Lince;2;1;1;90;1991.0;1250.0;4741.0;22.12;52.68;Departamento
Departamento;Lurigancho;2;1;1;90;3600.0;1200.0;4970.0;40.0;55.22;Departamento
Departamento;Lurigancho;3;2;0;104;4000.0;1200.0;5528.0;38.46;53.15;Departamento
Departamento;Punta Hermosa;3;2;1;140;3300.0;1462.0;5098.0;23.57;36.41;Departamento
Departamento;Jesús María;3;3;3;128;3500.0;583.0;4083.0;27.34;31.9;Departamento
Departamento;Chorrillos;2;1;0;47;750.0;252.0;1015.0;15.96;21.6;Departamento
Departamento;Jesús María;3;1;1;82;1890.0;680.0;2712.0;23.05;33.07;Departamento
Departamento;Barranco;3;0;0;65;1200.0;350.0;1680.0;18.46;25.85;Departamento
Departamento;San Miguel;3;0;0;92;1500.0;645.0;2230.0;16.3;24.24;Departamento
Departamento;Comas;1;0;0;40;1200.0;640.0;1869.0;30.0;46.72;Departamento
Departamento;Punta Hermosa;3;2;1;110;3700.0;900.0;4600.0;33.64;41.82;Departamento
Departamento;San Miguel;1;1;1;40;1600.0;493.0;2093.0;40.0;52.32;Departamento
Departamento;San Luis;2;1;0;50;1100.0;570.0;1683.0;22.0;33.66;Departamento
Departamento;Comas;3;1;1;190;7500.0;1540.0;9040.0;39.47;47.58;Departamento
Departamento;San Miguel;4;2;2;182;2500.0;1620.0;4417.0;13.74;24.27;Departamento
Departamento;Ate;1;1;1;45;2800.0;1180.0;4220.0;62.22;93.78;Departamento
Departamento;Ate;3;1;0;127;5000.0;2570.0;8253.0;39.37;64.98;Departamento
Departamento;Ate;2;1;1;100;5000.0;2500.0;8050.0;50.0;80.5;Departamento
Departamento;Barranco;2;0;0;70;750.0;186.0;951.0;10.71;13.59;Departamento
Departamento;Jesús María;2;1;1;70;1800.0;650.0;2530.0;25.71;36.14;Departamento
Departamento;Ate;3;3;3;150;5000.0;1100.0;6320.0;33.33;42.13;Departamento
Departamento;San Bartolo;2;1;1;86;2500.0;821.0;3468.0;29.07;40.33;Departamento
Departamento;Comas;3;2;1;117;6300.0;2200.0;8887.0;53.85;75.96;Departamento
Departamento;Punta Hermosa;4;2;2;206;3500.0;1650.0;5150.0;16.99;25.0;Departamento
Departamento;Ate;2;1;1;80;2500.0;1413.0;3913.0;31.25;48.91;Departamento
Departamento;Ate;1;1;1;70;2500.0;1400.0;4247.0;35.71;60.67;Departamento
Departamento;Jesús María;3;1;1;90;1800.0;853.0;2798.0;20.0;31.09;Departamento
Departamento;Rímac;4;2;4;200;9500.0;2710.0;12210.0;47.5;61.05;Departamento
Departamento;Lurín;3;1;1;90;3800.0;1300.0;5310.0;42.22;59.0;Departamento
Departamento;Ancón;2;1;0;55;600.0;250.0;850.0;10.91;15.45;Departamento
Departamento;San Borja;1;0;1;41;2200.0;630.0;2830.0;53.66;69.02;Departamento
Departamento;Callao;2;1;0;65;1300.0;528.0;1828.0;20.0;28.12;Departamento
Departamento;Ate;2;2;2;147;6000.0;2550.0;13877.0;40.82;94.4;Departamento
Departamento;Comas;1;0;0;50;3500.0;379.0;3967.0;70.0;79.34;Departamento
Departamento;Chorrillos;2;1;2;84;4230.0;1140.0;5572.0;50.36;66.33;Departamento
Departamento;Lima;1;1;1;45;800.0;250.0;1050.0;17.78;23.33;Departamento
